RegionName,Date,Market Heat,ZHVI,Income Needed
"Los Angeles, CA",2018-01-31,69.0,604831.0350706651,119318.78014949492
"San Francisco, CA",2018-01-31,125.0,890988.6864522515,170933.22187484067
"Riverside, CA",2018-01-31,59.0,356696.1650455464,73906.73829318183
"San Diego, CA",2018-01-31,64.0,576204.6514416306,114714.27220249917
"Sacramento, CA",2018-01-31,63.0,403129.3280648496,81520.99455248196
"San Jose, CA",2018-01-31,144.0,994757.8122052414,185059.2958004823
"Fresno, CA",2018-01-31,58.0,248884.57238071423,51622.8592097786
"Bakersfield, CA",2018-01-31,53.0,211489.4262771946,45797.66659987814
"Oxnard, CA",2018-01-31,63.0,601625.9390360302,119421.35909029908
"Stockton, CA",2018-01-31,61.0,360483.0226744386,72259.4611574774
"Modesto, CA",2018-01-31,58.0,299128.441547539,59859.40420125969
"Santa Rosa, CA",2018-01-31,67.0,642668.5427605074,124058.9040853822
"Visalia, CA",2018-01-31,50.0,215686.7634666034,44939.500104938015
"Vallejo, CA",2018-01-31,68.0,427057.9301530151,85499.9516001356
"Santa Maria, CA",2018-01-31,51.0,581916.202830185,115204.2355392863
"Salinas, CA",2018-01-31,51.0,539031.2365122183,105268.16390988948
"San Luis Obispo, CA",2018-01-31,55.0,597048.9179195592,118579.85124514138
"Merced, CA",2018-01-31,52.0,255498.9331160001,51095.90169587542
"Santa Cruz, CA",2018-01-31,64.0,807685.3809856845,155299.0165508673
"Chico, CA",2018-01-31,52.0,288959.08709110296,58901.06944772869
"Redding, CA",2018-01-31,25.0,252849.12127268192,53039.39675143962
"El Centro, CA",2018-01-31,46.0,219584.2424705205,46514.89637652455
"Yuba City, CA",2018-01-31,58.0,272665.850492456,56590.76875163573
"Madera, CA",2018-01-31,47.0,251209.31292597845,51707.36122279063
"Hanford, CA",2018-01-31,45.0,216831.1683836845,44751.47390259891
"Napa, CA",2018-01-31,63.0,669573.4301728758,131949.1016233753
"Los Angeles, CA",2018-02-28,66.0,618378.6841039822,124191.06308791184
"San Francisco, CA",2018-02-28,105.0,898230.980868426,177956.47099929702
"Riverside, CA",2018-02-28,58.0,357551.1450179182,76346.60002490706
"San Diego, CA",2018-02-28,62.0,576984.784917619,118501.27773038587
"Sacramento, CA",2018-02-28,62.0,404554.9568216237,84423.0924461693
"San Jose, CA",2018-02-28,115.0,1056334.9629384675,197130.6133097025
"Fresno, CA",2018-02-28,57.0,250451.68918021492,53505.20747963754
"Bakersfield, CA",2018-02-28,52.0,212046.8644971928,47281.01177346011
"Oxnard, CA",2018-02-28,62.0,601445.1671728882,123520.92902720076
"Stockton, CA",2018-02-28,60.0,362349.8159497085,74886.84407841602
"Modesto, CA",2018-02-28,59.0,300706.61563160253,62089.33364898799
"Santa Rosa, CA",2018-02-28,65.0,647119.5475782405,129145.9378353366
"Visalia, CA",2018-02-28,50.0,216166.2700820404,46403.3290472848
"Vallejo, CA",2018-02-28,65.0,428888.2891098088,88590.03769586442
"Santa Maria, CA",2018-02-28,53.0,583056.9489345188,118889.49433108117
"Salinas, CA",2018-02-28,52.0,540801.7960315294,109022.07161414086
"San Luis Obispo, CA",2018-02-28,56.0,599797.2136905915,122771.31717564251
"Merced, CA",2018-02-28,54.0,256526.18668677032,52969.8285848402
"Santa Cruz, CA",2018-02-28,59.0,811379.9998279202,161080.65586749517
"Chico, CA",2018-02-28,55.0,290364.9482571855,60991.14000789813
"Redding, CA",2018-02-28,31.0,253701.68923203665,54742.35861277433
"El Centro, CA",2018-02-28,47.0,220836.4836630913,47867.64751338126
"Yuba City, CA",2018-02-28,60.0,274364.3947281942,58596.87715782721
"Madera, CA",2018-02-28,48.0,252156.57955400768,53543.48990508078
"Hanford, CA",2018-02-28,42.0,217436.6330418645,46176.75205224338
"Napa, CA",2018-02-28,59.0,670800.950065223,136454.01683274706
"Los Angeles, CA",2018-03-31,66.0,630280.2749769107,127009.96934406026
"San Francisco, CA",2018-03-31,93.0,911893.6492073504,181765.87023405865
"Riverside, CA",2018-03-31,59.0,359472.2151311785,77365.88535765975
"San Diego, CA",2018-03-31,61.0,581057.8737926784,120162.16878705691
"Sacramento, CA",2018-03-31,62.0,407796.9228025528,85919.0063773826
"San Jose, CA",2018-03-31,90.0,1121279.5980464914,207757.10713138856
"Fresno, CA",2018-03-31,58.0,253009.0638309728,54533.485842289374
"Bakersfield, CA",2018-03-31,53.0,213726.6056141278,48051.35703459817
"Oxnard, CA",2018-03-31,61.0,604725.6057782256,125284.35640173964
"Stockton, CA",2018-03-31,61.0,366041.3578030744,76420.32166394942
"Modesto, CA",2018-03-31,61.0,303585.72688884585,63281.52513951694
"Santa Rosa, CA",2018-03-31,64.0,656314.2335492888,132156.64408354997
"Visalia, CA",2018-03-31,53.0,218328.59846541163,47159.27619417314
"Vallejo, CA",2018-03-31,66.0,432924.5824448685,90089.6953353623
"Santa Maria, CA",2018-03-31,53.0,586898.7625809415,120444.19158269127
"Salinas, CA",2018-03-31,52.0,543681.4176884893,110635.47504617408
"San Luis Obispo, CA",2018-03-31,55.0,603169.6361626935,124504.10458580009
"Merced, CA",2018-03-31,59.0,259008.16679204133,54017.2933467676
"Santa Cruz, CA",2018-03-31,56.0,817129.7688374307,163757.55977897684
"Chico, CA",2018-03-31,59.0,293564.5565118463,62139.827071161104
"Redding, CA",2018-03-31,46.0,254977.79383395787,55564.436715788375
"El Centro, CA",2018-03-31,48.0,222719.0297738181,48586.109572349975
"Yuba City, CA",2018-03-31,63.0,277458.36861919507,59761.0857063058
"Madera, CA",2018-03-31,50.0,254585.65519294929,54510.27733106137
"Hanford, CA",2018-03-31,46.0,218584.51747563656,46846.76637190692
"Napa, CA",2018-03-31,55.0,672389.656910746,138313.14077765873
"Los Angeles, CA",2018-04-30,67.0,639616.7552263519,128450.3206320432
"San Francisco, CA",2018-04-30,97.0,927611.5109603604,183826.8101223736
"Riverside, CA",2018-04-30,60.0,361782.1505585818,77698.04059497014
"San Diego, CA",2018-04-30,60.0,585471.2968488933,120791.42329370943
"Sacramento, CA",2018-04-30,63.0,411842.7015915289,86600.00132217434
"San Jose, CA",2018-04-30,87.0,1183089.4164920982,217099.17993757784
"Fresno, CA",2018-04-30,60.0,255401.2523179261,55030.86154343449
"Bakersfield, CA",2018-04-30,54.0,214925.3404312964,48406.5092554176
"Oxnard, CA",2018-04-30,60.0,607868.9494547689,125833.07499944988
"Stockton, CA",2018-04-30,63.0,369886.7890090129,77363.1545919345
"Modesto, CA",2018-04-30,62.0,306378.4041678438,63846.09361938703
"Santa Rosa, CA",2018-04-30,62.0,665829.9658135958,133865.603498268
"Visalia, CA",2018-04-30,56.0,219617.408289675,47440.11326177099
"Vallejo, CA",2018-04-30,70.0,437272.5655894024,90757.72051318167
"Santa Maria, CA",2018-04-30,53.0,590367.7076164406,120966.79729697604
"Salinas, CA",2018-04-30,53.0,547923.5676540474,111345.69446902
"San Luis Obispo, CA",2018-04-30,54.0,605784.3286914957,124760.489295377
"Merced, CA",2018-04-30,60.0,260887.55098348443,54491.29188469318
"Santa Cruz, CA",2018-04-30,58.0,828857.0909651208,165144.53979161129
"Chico, CA",2018-04-30,59.0,296430.54265833466,62642.01184593858
"Redding, CA",2018-04-30,57.0,257164.8944905084,55916.33394408674
"El Centro, CA",2018-04-30,48.0,224722.260552442,49067.369797286025
"Yuba City, CA",2018-04-30,65.0,280569.94219213875,60414.28346917324
"Madera, CA",2018-04-30,52.0,256766.9231210926,54934.05787775904
"Hanford, CA",2018-04-30,53.0,220344.6888400736,47199.839960770325
"Napa, CA",2018-04-30,55.0,679367.9223086014,138990.82543642411
"Los Angeles, CA",2018-05-31,67.0,647425.8288812183,130784.38098828105
"San Francisco, CA",2018-05-31,96.0,944172.8437153308,187639.9564049185
"Riverside, CA",2018-05-31,61.0,364999.1960818544,78748.03936640143
"San Diego, CA",2018-05-31,60.0,590274.2452179731,122556.85757199008
"Sacramento, CA",2018-05-31,62.0,417178.4618627882,88025.82754263777
"San Jose, CA",2018-05-31,80.0,1224351.8710670914,227300.07704163625
"Fresno, CA",2018-05-31,61.0,258155.94081768612,55950.4630954211
"Bakersfield, CA",2018-05-31,55.0,217054.84691063245,49140.78851867651
"Oxnard, CA",2018-05-31,60.0,611733.3668729682,127541.95175678654
"Stockton, CA",2018-05-31,64.0,374039.7307613526,78926.06548786286
"Modesto, CA",2018-05-31,62.0,310214.06378161174,64943.35590937825
"Santa Rosa, CA",2018-05-31,60.0,676085.8475753282,136766.5788108594
"Visalia, CA",2018-05-31,58.0,221558.98988415624,48085.279495695504
"Vallejo, CA",2018-05-31,70.0,442471.2603277463,92286.25523593488
"Santa Maria, CA",2018-05-31,52.0,596348.6406141764,122734.39075535904
"Salinas, CA",2018-05-31,54.0,553733.3531578038,113052.62731470344
"San Luis Obispo, CA",2018-05-31,54.0,609895.7877861194,125959.9590978611
"Merced, CA",2018-05-31,61.0,263782.38250415656,55425.74504768832
"Santa Cruz, CA",2018-05-31,60.0,839400.5925243585,167962.96083071423
"Chico, CA",2018-05-31,56.0,299610.9159642441,63579.83746802103
"Redding, CA",2018-05-31,59.0,259320.7391389293,56696.05979099597
"El Centro, CA",2018-05-31,49.0,225814.74285856905,49893.79645072222
"Yuba City, CA",2018-05-31,63.0,283725.4859055518,61507.02656576358
"Madera, CA",2018-05-31,51.0,259978.32282722607,55846.86303468534
"Hanford, CA",2018-05-31,54.0,221426.73661571124,47935.281476888646
"Napa, CA",2018-05-31,56.0,689743.7643048845,141232.03238525847
"Los Angeles, CA",2018-06-30,64.0,652437.0935768448,131313.0220508185
"San Francisco, CA",2018-06-30,87.0,953669.6644270688,188900.02151118545
"Riverside, CA",2018-06-30,60.0,367371.6802107654,78932.09223480127
"San Diego, CA",2018-06-30,56.0,593049.9568014424,122758.8779107986
"Sacramento, CA",2018-06-30,59.0,420926.7786448007,88323.0718990394
"San Jose, CA",2018-06-30,66.0,1243620.5391759456,232663.18455823776
"Fresno, CA",2018-06-30,59.0,260383.4947605527,56163.894768431965
"Bakersfield, CA",2018-06-30,55.0,218489.20239069383,49333.24111411532
"Oxnard, CA",2018-06-30,57.0,614977.3738944829,127675.67468638044
"Stockton, CA",2018-06-30,61.0,377102.874013691,79368.63453498433
"Modesto, CA",2018-06-30,60.0,312916.02069506526,65177.54145868846
"Santa Rosa, CA",2018-06-30,56.0,683174.2476820679,137649.84110167372
"Visalia, CA",2018-06-30,56.0,223000.4248642707,48107.25296427012
"Vallejo, CA",2018-06-30,66.0,446650.67198974034,92732.65320372426
"Santa Maria, CA",2018-06-30,51.0,597816.5114888907,122847.96502721506
"Salinas, CA",2018-06-30,54.0,557795.7854565918,113404.7383355539
"San Luis Obispo, CA",2018-06-30,52.0,615369.1665920259,125671.34988669236
"Merced, CA",2018-06-30,59.0,265994.21427083923,55659.13068456673
"Santa Cruz, CA",2018-06-30,57.0,846557.3830900138,168569.6702509382
"Chico, CA",2018-06-30,53.0,303185.964136627,63709.90904532944
"Redding, CA",2018-06-30,51.0,261002.54438688463,56739.85122842668
"El Centro, CA",2018-06-30,50.0,226125.6152421844,50001.39920761797
"Yuba City, CA",2018-06-30,61.0,286097.81502440484,61729.859614626585
"Madera, CA",2018-06-30,51.0,262017.7586268524,56037.26754127067
"Hanford, CA",2018-06-30,49.0,223339.2603908578,48178.16962202883
"Napa, CA",2018-06-30,51.0,694991.8982009483,141697.44783673892
"Los Angeles, CA",2018-07-31,61.0,653893.4472539861,131557.67690153408
"San Francisco, CA",2018-07-31,82.0,951191.1138934856,188952.9579217737
"Riverside, CA",2018-07-31,59.0,369955.2332139537,78985.58628634196
"San Diego, CA",2018-07-31,53.0,596097.7518415514,122634.0517073003
"Sacramento, CA",2018-07-31,57.0,423228.1083068619,88274.21516645318
"San Jose, CA",2018-07-31,51.0,1244276.2580246823,235584.12511166904
"Fresno, CA",2018-07-31,58.0,262706.2888337285,56303.225756205866
"Bakersfield, CA",2018-07-31,54.0,220385.8495489965,49447.29880710472
"Oxnard, CA",2018-07-31,55.0,614649.5805975443,127285.77250998376
"Stockton, CA",2018-07-31,59.0,379696.21316099487,79406.86889610215
"Modesto, CA",2018-07-31,57.0,314845.42363279377,65264.3276464942
"Santa Rosa, CA",2018-07-31,53.0,683599.1560322253,137633.9464050054
"Visalia, CA",2018-07-31,53.0,224807.00214453173,48103.20084204697
"Vallejo, CA",2018-07-31,61.0,450115.4848170228,92824.98670090344
"Santa Maria, CA",2018-07-31,49.0,595907.072057845,122483.59088197358
"Salinas, CA",2018-07-31,53.0,559393.2459195058,113341.2785216912
"San Luis Obispo, CA",2018-07-31,50.0,617887.4576388265,125346.0342876134
"Merced, CA",2018-07-31,58.0,268362.54700123187,55815.70780856069
"Santa Cruz, CA",2018-07-31,51.0,843887.8255557651,168042.07143773595
"Chico, CA",2018-07-31,51.0,305279.33848203067,63672.00068256395
"Redding, CA",2018-07-31,46.0,263258.2419641289,56627.2412274756
"El Centro, CA",2018-07-31,51.0,228347.45155209425,49939.98324769929
"Yuba City, CA",2018-07-31,58.0,287987.92001406814,61740.95898124341
"Madera, CA",2018-07-31,49.0,264723.66165795474,56147.77240979667
"Hanford, CA",2018-07-31,43.0,225362.7591847762,48271.89111222304
"Napa, CA",2018-07-31,46.0,696021.7474580754,141481.22280817028
"Los Angeles, CA",2018-08-31,59.0,656380.860172553,132943.40671114626
"San Francisco, CA",2018-08-31,77.0,950016.1243152017,189698.44676523787
"Riverside, CA",2018-08-31,57.0,371441.51934935566,79509.28242487043
"San Diego, CA",2018-08-31,51.0,596392.6795739246,123166.25786382623
"Sacramento, CA",2018-08-31,55.0,423892.1747538544,88577.44598547506
"San Jose, CA",2018-08-31,44.0,1241232.7309329438,238903.4457270871
"Fresno, CA",2018-08-31,57.0,263454.81862553715,56743.41388830209
"Bakersfield, CA",2018-08-31,54.0,221141.1094097104,49750.94270573236
"Oxnard, CA",2018-08-31,52.0,616072.268992468,127584.58333996644
"Stockton, CA",2018-08-31,57.0,381049.55523461045,79800.05475122921
"Modesto, CA",2018-08-31,55.0,316213.7114989269,65643.47832754247
"Santa Rosa, CA",2018-08-31,49.0,682443.7119880074,138057.29954145203
"Visalia, CA",2018-08-31,52.0,225465.1770100029,48370.51637872713
"Vallejo, CA",2018-08-31,56.0,451530.67095205135,93411.15728768802
"Santa Maria, CA",2018-08-31,49.0,595017.5307204507,122755.73970044084
"Salinas, CA",2018-08-31,51.0,560169.4642281961,113895.60142261008
"San Luis Obispo, CA",2018-08-31,49.0,617158.6233487667,125897.63299538192
"Merced, CA",2018-08-31,56.0,270017.78690896434,56268.23359995605
"Santa Cruz, CA",2018-08-31,46.0,845079.3059910039,168357.51951226316
"Chico, CA",2018-08-31,50.0,305461.90767797304,64020.53920716341
"Redding, CA",2018-08-31,39.0,263623.90610677074,56770.5523737382
"El Centro, CA",2018-08-31,51.0,228740.1585639712,50067.77361110569
"Yuba City, CA",2018-08-31,56.0,289410.4928890874,62067.21596429617
"Madera, CA",2018-08-31,46.0,265869.8685475953,56484.27763251002
"Hanford, CA",2018-08-31,44.0,226224.2494304222,48573.78070411329
"Napa, CA",2018-08-31,46.0,695976.2170347036,141695.9171645146
"Los Angeles, CA",2018-09-30,56.0,656815.698850175,135372.2405497543
"San Francisco, CA",2018-09-30,65.0,946109.7861723544,191248.12940233888
"Riverside, CA",2018-09-30,56.0,371540.3755093768,80440.86430565242
"San Diego, CA",2018-09-30,50.0,595245.4827952014,124291.28197233712
"Sacramento, CA",2018-09-30,54.0,422789.5564309016,89276.81632567465
"San Jose, CA",2018-09-30,35.0,1229851.1714341952,243260.05833330489
"Fresno, CA",2018-09-30,55.0,263964.0299052576,57422.939503551206
"Bakersfield, CA",2018-09-30,53.0,221412.7376443524,50241.823859314085
"Oxnard, CA",2018-09-30,50.0,615313.9854677456,128438.7276515782
"Stockton, CA",2018-09-30,55.0,380752.8023182454,80450.03654281466
"Modesto, CA",2018-09-30,53.0,316441.9617265483,66343.58606454333
"Santa Rosa, CA",2018-09-30,45.0,677448.249965481,138831.47389720235
"Visalia, CA",2018-09-30,51.0,225548.8585452916,48871.552113688376
"Vallejo, CA",2018-09-30,51.0,450847.6479043996,94338.88688193704
"Santa Maria, CA",2018-09-30,46.0,594690.4899289107,123897.2490980647
"Salinas, CA",2018-09-30,49.0,559665.6713418616,115062.68844223268
"San Luis Obispo, CA",2018-09-30,46.0,615217.7491028869,127191.44306530338
"Merced, CA",2018-09-30,54.0,271001.3255582697,57000.47775067421
"Santa Cruz, CA",2018-09-30,40.0,844490.6589830214,169685.12795499232
"Chico, CA",2018-09-30,45.0,305206.13754077617,64652.25103160706
"Redding, CA",2018-09-30,42.0,263733.7800093498,57255.86411164312
"El Centro, CA",2018-09-30,50.0,228247.75168493929,50419.44503343095
"Yuba City, CA",2018-09-30,54.0,289014.78272400505,62614.3951618786
"Madera, CA",2018-09-30,42.0,265987.98392265564,57074.198861803285
"Hanford, CA",2018-09-30,40.0,226035.39738077493,48980.42874459416
"Napa, CA",2018-09-30,45.0,697274.5506679694,142739.2747465566
"Los Angeles, CA",2018-10-31,55.0,655470.8371289049,139474.34451432724
"San Francisco, CA",2018-10-31,50.0,941331.272926014,195276.2944831248
"Riverside, CA",2018-10-31,55.0,371480.1756795584,82355.55785353525
"San Diego, CA",2018-10-31,48.0,593229.3785601523,126831.32347782823
"Sacramento, CA",2018-10-31,52.0,421122.19130312186,91011.21819149402
"San Jose, CA",2018-10-31,30.0,1216850.6396747064,249919.3778088074
"Fresno, CA",2018-10-31,54.0,263733.5597546035,58646.11319537902
"Bakersfield, CA",2018-10-31,52.0,221142.59999414667,51247.00621389021
"Oxnard, CA",2018-10-31,51.0,616156.7511338214,131122.05239469162
"Stockton, CA",2018-10-31,53.0,380897.3602740368,82136.51775957535
"Modesto, CA",2018-10-31,52.0,316154.92392276484,67802.94809577399
"Santa Rosa, CA",2018-10-31,44.0,672460.3399048989,141252.5553239714
"Visalia, CA",2018-10-31,49.0,225008.3961100423,49910.07652684982
"Vallejo, CA",2018-10-31,49.0,450122.279214438,96338.90007170866
"Santa Maria, CA",2018-10-31,44.0,594770.9309225852,126859.41767791045
"Salinas, CA",2018-10-31,48.0,560188.9507180409,117894.46174753911
"San Luis Obispo, CA",2018-10-31,47.0,614895.5132496287,130099.46375168378
"Merced, CA",2018-10-31,52.0,271449.24399555515,58408.06156698428
"Santa Cruz, CA",2018-10-31,35.0,842719.2182996869,173391.5085441843
"Chico, CA",2018-10-31,51.0,303481.0101175885,65952.85004354724
"Redding, CA",2018-10-31,40.0,262442.822848357,58284.52968577292
"El Centro, CA",2018-10-31,49.0,227490.98945237044,51272.40673420573
"Yuba City, CA",2018-10-31,53.0,288386.9564288303,63828.68278330415
"Madera, CA",2018-10-31,41.0,265541.6221951446,58269.69118916891
"Hanford, CA",2018-10-31,45.0,225927.6161076253,49911.035533968745
"Napa, CA",2018-10-31,43.0,697551.201268684,145880.10429840747
"Los Angeles, CA",2018-11-30,55.0,652285.7227947606,141078.56198981722
"San Francisco, CA",2018-11-30,49.0,934033.0873305626,196152.58092052964
"Riverside, CA",2018-11-30,55.0,370083.4722330732,83026.2855393856
"San Diego, CA",2018-11-30,49.0,589627.3871133298,127382.77458807638
"Sacramento, CA",2018-11-30,52.0,418507.2333085319,91412.44919732446
"San Jose, CA",2018-11-30,28.0,1200080.4679473755,251707.2504873645
"Fresno, CA",2018-11-30,54.0,263074.1486746007,58950.93201395855
"Bakersfield, CA",2018-11-30,52.0,220799.173475174,51602.96769719832
"Oxnard, CA",2018-11-30,53.0,614029.7577262267,131787.14358693096
"Stockton, CA",2018-11-30,53.0,379763.3375278564,82584.86887230031
"Modesto, CA",2018-11-30,52.0,314399.1694162602,68258.79477733046
"Santa Rosa, CA",2018-11-30,46.0,665257.1308738006,141201.5290493742
"Visalia, CA",2018-11-30,46.0,224245.8383333209,50235.24931399729
"Vallejo, CA",2018-11-30,50.0,448173.91321063606,96819.23759417424
"Santa Maria, CA",2018-11-30,44.0,593091.6007139939,127866.57427109667
"Salinas, CA",2018-11-30,48.0,559287.3177363316,118870.1917981517
"San Luis Obispo, CA",2018-11-30,48.0,611261.2149374965,131031.4785653945
"Merced, CA",2018-11-30,50.0,270409.38862196833,58851.88626815507
"Santa Cruz, CA",2018-11-30,32.0,836363.4226164229,174315.3740779739
"Chico, CA",2018-11-30,69.0,301892.0371480922,66241.70043929809
"Redding, CA",2018-11-30,43.0,262312.5849038207,58548.60222041961
"El Centro, CA",2018-11-30,48.0,226427.0284697197,51462.67837622944
"Yuba City, CA",2018-11-30,55.0,286837.26820852654,64060.35163921406
"Madera, CA",2018-11-30,42.0,264691.17754810955,58699.40778663342
"Hanford, CA",2018-11-30,43.0,225392.2189463037,50224.842233138574
"Napa, CA",2018-11-30,38.0,693956.5242027389,146914.80976162045
"Los Angeles, CA",2018-12-31,57.0,648242.4954639144,138826.42917883434
"San Francisco, CA",2018-12-31,67.0,924491.147705548,191947.16174914825
"Riverside, CA",2018-12-31,56.0,369160.37223615457,81772.0877381606
"San Diego, CA",2018-12-31,51.0,585278.2892735179,124793.02637852578
"Sacramento, CA",2018-12-31,55.0,416716.18211484,89714.61195687686
"San Jose, CA",2018-12-31,44.0,1178024.1586976857,246255.81671210163
"Fresno, CA",2018-12-31,55.0,263166.3887173138,57986.78936613256
"Bakersfield, CA",2018-12-31,52.0,221221.3531565621,50901.49161969086
"Oxnard, CA",2018-12-31,57.0,610101.3621056926,129302.64277556892
"Stockton, CA",2018-12-31,55.0,378635.80790597777,81260.03517049404
"Modesto, CA",2018-12-31,54.0,314032.1246316552,67177.495681807
"Santa Rosa, CA",2018-12-31,49.0,658407.1658277789,137697.7082495752
"Visalia, CA",2018-12-31,47.0,224597.0042357893,49495.82780457191
"Vallejo, CA",2018-12-31,54.0,445800.39573570667,95039.2113297926
"Santa Maria, CA",2018-12-31,47.0,590155.8804121921,125626.55186066747
"Salinas, CA",2018-12-31,48.0,558501.2184485082,117009.48686137234
"San Luis Obispo, CA",2018-12-31,52.0,606942.595786079,128674.9508246735
"Merced, CA",2018-12-31,50.0,270771.1372798904,57916.9278452959
"Santa Cruz, CA",2018-12-31,40.0,825988.4496482987,170468.5733832992
"Chico, CA",2018-12-31,84.0,303392.2611739676,65181.32494328103
"Redding, CA",2018-12-31,41.0,262063.30667056143,57516.201284115705
"El Centro, CA",2018-12-31,47.0,226755.3605374125,50620.313183964754
"Yuba City, CA",2018-12-31,59.0,286871.7049752696,62967.40689206631
"Madera, CA",2018-12-31,44.0,264216.9994173691,57829.61174043368
"Hanford, CA",2018-12-31,47.0,225471.0239876445,49482.03131527201
"Napa, CA",2018-12-31,42.0,689985.8270697101,144264.91470933874
"Los Angeles, CA",2019-01-31,60.0,643402.6788258555,137529.76104582482
"San Francisco, CA",2019-01-31,89.0,917236.8913096656,190302.90048388604
"Riverside, CA",2019-01-31,58.0,369276.68622907245,80584.92373809316
"San Diego, CA",2019-01-31,54.0,584520.377194089,122213.6524641336
"Sacramento, CA",2019-01-31,60.0,416153.4527764216,89038.31765157792
"San Jose, CA",2019-01-31,59.0,1162912.8093224503,244591.80788050964
"Fresno, CA",2019-01-31,57.0,263737.68090964656,57404.31156012837
"Bakersfield, CA",2019-01-31,55.0,221802.5461141258,50426.69121105729
"Oxnard, CA",2019-01-31,59.0,609682.7135385316,127910.41633661537
"Stockton, CA",2019-01-31,59.0,378548.7555401687,80410.10556692837
"Modesto, CA",2019-01-31,58.0,314439.77541052364,66510.72435911099
"Santa Rosa, CA",2019-01-31,54.0,653515.8393441507,135863.53636748955
"Visalia, CA",2019-01-31,49.0,225515.97401920863,48991.81731353634
"Vallejo, CA",2019-01-31,59.0,444618.4241435977,94836.33890917212
"Santa Maria, CA",2019-01-31,51.0,588241.577014687,124011.99426905776
"Salinas, CA",2019-01-31,49.0,560166.3186039941,115681.20303082166
"San Luis Obispo, CA",2019-01-31,53.0,605150.3762101557,127390.4240726368
"Merced, CA",2019-01-31,51.0,273056.01118363143,57546.58058301095
"Santa Cruz, CA",2019-01-31,50.0,817812.5870689234,167852.13975178177
"Chico, CA",2019-01-31,81.0,307214.1248095103,64699.13553501271
"Redding, CA",2019-01-31,47.0,263026.23412097164,56777.33044075135
"El Centro, CA",2019-01-31,48.0,228047.49081797124,49588.52054763791
"Yuba City, CA",2019-01-31,62.0,286820.0475966786,62403.44623624794
"Madera, CA",2019-01-31,47.0,264961.4300683742,57475.810837598576
"Hanford, CA",2019-01-31,42.0,225592.8172301071,49003.47217362493
"Napa, CA",2019-01-31,51.0,689380.2893815151,142797.15274377572
"Los Angeles, CA",2019-02-28,63.0,640853.0493380742,135124.15847410748
"San Francisco, CA",2019-02-28,98.0,912747.3420572084,187930.03479744625
"Riverside, CA",2019-02-28,60.0,370439.0182123175,80078.37015364635
"San Diego, CA",2019-02-28,56.0,584937.872376226,121160.74544844156
"Sacramento, CA",2019-02-28,64.0,417309.3437187016,88618.68147881131
"San Jose, CA",2019-02-28,65.0,1151123.4469406526,238879.0577584892
"Fresno, CA",2019-02-28,58.0,265145.2941516426,57343.692027739286
"Bakersfield, CA",2019-02-28,57.0,222427.2473141548,50311.65238257137
"Oxnard, CA",2019-02-28,61.0,609673.332425941,127011.45402042472
"Stockton, CA",2019-02-28,62.0,379512.9604211948,80094.3026556453
"Modesto, CA",2019-02-28,61.0,315797.4342275642,66297.49340975324
"Santa Rosa, CA",2019-02-28,59.0,650527.2720899541,134333.86528632324
"Visalia, CA",2019-02-28,51.0,226725.4234507703,48932.61969578783
"Vallejo, CA",2019-02-28,63.0,444638.2747777252,94241.975137107
"Santa Maria, CA",2019-02-28,57.0,587995.3573357146,122780.1553484817
"Salinas, CA",2019-02-28,52.0,561140.6300878336,115111.55855696474
"San Luis Obispo, CA",2019-02-28,55.0,604604.9632576981,126197.89203074214
"Merced, CA",2019-02-28,54.0,275549.1768829861,57674.755856345415
"Santa Cruz, CA",2019-02-28,55.0,808948.4664888362,165386.46998029595
"Chico, CA",2019-02-28,73.0,314085.63422091614,65256.068948073495
"Redding, CA",2019-02-28,50.0,265649.76252225065,56800.45887957243
"El Centro, CA",2019-02-28,51.0,230680.8083864624,49593.00588222663
"Yuba City, CA",2019-02-28,65.0,288496.11575303925,62288.4329755548
"Madera, CA",2019-02-28,50.0,266409.56346960063,57301.1585942641
"Hanford, CA",2019-02-28,43.0,226867.4042819043,48894.21031998535
"Napa, CA",2019-02-28,56.0,688188.6434121667,141835.31536606658
"Los Angeles, CA",2019-03-31,64.0,642777.7752620432,132344.03185480577
"San Francisco, CA",2019-03-31,91.0,916546.8257385552,185507.93910927
"Riverside, CA",2019-03-31,61.0,372047.6712775237,79449.63638886073
"San Diego, CA",2019-03-31,58.0,588736.4924777785,120228.14065979324
"Sacramento, CA",2019-03-31,66.0,420564.2758119897,88231.21426012545
"San Jose, CA",2019-03-31,59.0,1152889.8800119243,232279.9881762917
"Fresno, CA",2019-03-31,59.0,266701.9714277117,57195.26721774036
"Bakersfield, CA",2019-03-31,58.0,223860.8038696107,50132.25554630268
"Oxnard, CA",2019-03-31,61.0,612446.7681457007,126153.66696225964
"Stockton, CA",2019-03-31,63.0,381796.7337426586,79720.7978568883
"Modesto, CA",2019-03-31,63.0,318370.15791976266,66052.10272886713
"Santa Rosa, CA",2019-03-31,62.0,652637.1565400022,132941.90926134743
"Visalia, CA",2019-03-31,52.0,228778.3112320071,48822.57413961621
"Vallejo, CA",2019-03-31,65.0,446374.2854248462,93587.36106601777
"Santa Maria, CA",2019-03-31,55.0,592026.3287349171,121603.93894773524
"Salinas, CA",2019-03-31,53.0,564741.3781544166,114472.23784623884
"San Luis Obispo, CA",2019-03-31,57.0,607755.8117644285,124906.5119379725
"Merced, CA",2019-03-31,58.0,278096.8078656154,57816.960358606426
